Code;Title
KB60.4;Hipoglucemia neonatal
KB60.40;Hipoglucemia transitoria neonatal por hiperinsulinismo
KB60.41;Hipoglucemia yatrógena neonatal transitoria
KB60.42;Otra hipoglucemia neonatal transitoria
KB60.4Y;Otra hipoglucemia neonatal especificada
KB60.4Z;"Hipoglucemia neonatal, sin especificación"
KB60.Y;Otros trastornos transitorios especificados del metabolismo de los carbohidratos que son específicos del feto o del recién nacido
KB60.Z;"Trastornos transitorios del metabolismo de los carbohidratos que son específicos del feto o del recién nacido, sin especificación"
KB61;Trastornos neonatales transitorios del metabolismo del calcio o del magnesio
KB61.0;Hipomagnesemia neonatal
KB61.1;Tetania neonatal sin mención de deficiencia de calcio o de magnesio
KB61.2;Hipocalcemia neonatal
KB61.3;Osteopenia neonatal
KB61.Y;Otros trastornos neonatales transitorios especificados del metabolismo del calcio o del magnesio
KB61.Z;"Trastornos neonatales transitorios del metabolismo del calcio o del magnesio, sin especificación"
KB62;Trastornos transitorios de la función tiroidea
KB62.0;Hipertiroidismo neonatal transitorio
KB62.1;"Otros trastornos neonatales transitorios de la función tiroidea, no clasificados en otra parte"
KB62.2;Hipertirotropinemia transitoria
KB62.3;Hipotiroxinemia transitoria
KB62.Y;Otros trastornos transitorios especificados de la función tiroidea
KB62.Z;"Trastornos transitorios de la función tiroidea, sin especificar"
KB63;Algunos trastornos metabólicos o electrolíticos neonatales transitorios especificados
KB63.0;Acidosis metabólica tardía del recién nacido
KB63.1;Deshidratación del recién nacido
KB63.2;Alteraciones del equilibrio del sodio en el recién nacido
KB63.20;Hiponatremia del recién nacido
KB63.21;Hipernatremia del recién nacido
KB63.2Y;Otras alteraciones especificadas del equilibrio del sodio en el recién nacido
KB63.2Z;"Alteraciones del equilibrio del sodio en el recién nacido, sin especificación"
KB63.3;Alteraciones del equilibrio del potasio en el recién nacido
KB63.30;Hipocalemia del recién nacido
KB63.31;Hipercalemia del recién nacido
KB63.3Y;Otras alteraciones especificadas del equilibrio del potasio en el recién nacido
KB63.3Z;"Alteraciones del equilibrio del potasio en el recién nacido, sin especificación"
KB63.4;Tirosinemia transitoria del recién nacido
KB63.5;Enfermedad metabólica ósea de la prematuridad
KB64;Hipoparatiroidismo neonatal transitorio
KB6Z;"Trastornos endocrinos o metabólicos transitorios específicos del feto o el recién nacido, sin especificación"
KB80;Enfermedad por reflujo gastroesofágico en el recién nacido
KB81;Esofagitis en el recién nacido
KB81.0;Esofagitis eosinofílica neonatal
KB81.Y;Otras esofagitis específicas en el recién nacido
KB82;Perforación gástrica prenatal
KB83;Perforación gástrica posnatal
KB84;Perforación ileal posnatal aislada
KB85;Perforación intestinal intrauterina prenatal
KB85.0;Perforación intestinal intrauterina prenatal debida a vólvulo en el útero
KB85.1;Perforación intestinal intrauterina prenatal debida a atresia o estenosis intestinal
KB85.2;Perforación intestinal intrauterina prenatal debida a obstrucción intraluminal
KB85.Y;Otra perforación intestinal intrauterina prenatal especificada
KB85.Z;"Perforación intestinal intrauterina prenatal, sin especificación"
KB86;Perforación intestinal posnatal
KB86.0;Perforación intestinal posnatal debida a medicamentos
KB86.1;Perforación intestinal posnatal debida a vólvulo en el útero
KB86.2;Perforación intestinal posnatal debida a atresia o estenosis intestinal
KB86.3;Perforación intestinal posnatal debida a obstrucción intraluminal
KB86.Y;Otra perforación intestinal posnatal especificada
KB86.Z;"Perforación intestinal postnatal, sin especificación"
KB87;Obstrucción intestinal del recién nacido
KB87.0;Obstrucción intestinal debida a la leche espesa
KB87.1;obstrucción meconial en el feto o el recién nacido
KB87.2;Íleo meconial sin perforación
KB87.3;Íleo transitorio del recién nacido
KB87.4;Íleo meconial con perforación
KB87.Y;Otra obstrucción intestinal especificada del recién nacido
KB87.Z;"Obstrucción intestinal del recién nacido, sin especificación"
KB88;Enterocolitis necrosante en el recién nacido
KB88.0;"Enterocolitis necrosante del recién nacido, estadio 1A y B"
KB88.1;"Enterocolitis necrosante del recién nacido, estadio 2A y B"
KB88.2;"Enterocolitis necrosante del recién nacido, estadio 3A"
KB88.3;"Enterocolitis necrosante del recién nacido, estadio 3B"
KB88.Y;Otras enterocolitis necrosantes especificadas en el recién nacido
KB88.Z;"Enterocolitis necrosante en el recién nacido, sin especificación"
KB89;Síndromes de malabsorción neonatal
KB89.0;Malabsorción neonatal debida a tumor endocrino secretor
KB89.1;Síndrome del intestino corto
KB89.Y;Otros síndromes de malabsorción neonatal especificados
KB89.Z;"Síndrome de malabsorción neonatal, sin especificación"
KB8A;Melena o hematemesis neonatal debida a la deglución de sangre materna
KB8B;Peritonitis neonatal
KB8C;Diarrea neonatal no infecciosa
KB8Y;Otros trastornos del sistema digestivo especificados en el feto y el recién nacido
KB8Z;"Trastornos del sistema digestivo en el feto y el recién nacido, sin especificación"
KC00;Hidrocele congénito
KC01;Insuficiencia renal congénita
KC0Y;Otros trastornos especificados del sistema genitourinario específicos del período perinatal y neonatal
KC0Z;"Trastornos del sistema genitourinario específicos del período perinatal y neonatal, sin especificación"
KC20;Condiciones que afectan el cordón umbilical
KC20.0;Desprendimiento tardío del cordón umbilical
KC20.1;Pólipo umbilical del recién nacido
KC20.2;Granuloma umbilical en el recién nacido
KC20.Y;Otras condiciones especificadas que afectan el cordón umbilical
KC20.Z;"Condiciones que afectan el cordón umbilical, sin especificación"
KC21;Dermatosis inflamatorias en el recién nacido
KC21.0;Acné neonatal
KC21.1;Eritema tóxico del neonato
KC21.2;Dermatitis perianal en el recién nacido
KC21.Y;Otras dermatosis inflamatorias especificadas en el recién nacido
KC22;Trastornos neonatales de la grasa subcutánea
KC22.0;Necrosis de la grasa subcutánea del recién nacido
KC22.1;Paniculitis en el recién nacido por frío
KC22.2;Esclerema neonatal
KC22.Y;Otros trastornos especificados neonatales de la grasa subcutánea
KC23;Trastornos neonatales de la mucosa oral
KC24;Trastornos nutricionales neonatales que afectan la piel
KC30;Piel frágil de la prematuridad
KC31;Dermatosis vesicular o erosiva congénita con cicatrización reticulada flexible
KC3Y;Otros trastornos de la piel especificados asociados con la prematuridad
KC40;Afecciones diversas de la piel en el recién nacido
KC40.0;Ampollas de succión congénitas
KC40.1;Milia neonatal
KC40.Y;Otras afecciones diversas especificadas de la piel en el recién nacido
KC41;Afecciones diversas especificadas de la piel o el tegumento en el feto o el recién nacido
KC41.0;Ingurgitación mamaria del recién nacido
KC41.1;Hidropesía fetal no debida a enfermedad hemolítica
KC41.Y;Otras afecciones especificadas de la piel o el tegumento del feto o del recién nacido
KC50;Quemadura neonatal por fototerapia
KC5Y;Otra lesión iatrogénicaa posnatal especificada de la piel
KC5Z;"Lesión iatrogénica posnatal de la piel, sin especificación"
KC7Y;Otras lesiones iatrogénicas especificadas en la piel del neonato
KC9Z;"Trastornos que afectan la piel del feto o del recién nacido, sin especificación"
KD10;Hipertermia en el recién nacido inducida por condiciones ambientales
KD11;Fiebre del recién nacido
KD12;Hipotermia en el recién nacido
KD12.0;Síndrome de lesión por frío en el recién nacido
KD12.Y;Otra hipotermia especificada en el recién nacido
KD12.Z;"Hipotermia en el recién nacido, sin especificación"
KD1Y;Otros trastornos especificados de la regulación de la temperatura en el recién nacido
KD1Z;"Trastornos de la regulación de la temperatura en el recién nacido, sin especificación"
KD30;Depresión al nacimiento
KD30.0;"Depresión al nacimiento, con Apgar de 0-3"
KD30.1;"Depresión al nacimiento, con Apgar de 4-6"
KD30.2;Depresión del nacimiento asociada con acidemia metabólica de la sangre del cordón umbilical
KD30.Z;"Depresión al nacimiento, sin especificación"
KD31;Suturas craneales amplias en el recién nacido
KD32;Problemas en la ingestión de alimentos en el recién nacido
KD32.0;Lentitud en la ingestión de alimentos del recién nacido
KD32.1;Hipoalimentación del recién nacido
KD32.2;Hiperalimentación del recién nacido
KD32.3;Dificultad neonatal en la lactancia materna
KD32.4;Insuficiencia en el desarrollo del recién nacido
KD32.Y;Otros problemas especificados en la ingestión de alimentos en el recién nacido
KD32.Z;"Problemas en la ingestión de alimentos en el recién nacido, sin especificación"
KD33;"Niño agitado, no clasificado en otra parte"
KD34;Reacciones o intoxicaciones debidas a medicamentos administrados al feto o recién nacido
KD35;Síndrome de abstinencia neonatal por drogadicción materna
KD36;Síntomas de abstinencia por el uso terapéutico de drogas en el recién nacido
KD37;Exposición al humo del tabaco en el período perinatal
KD38;Tinción por meconio
KD39;"Complicaciones de procedimientos intrauterinos, no clasificadas en otra parte"
KD39.0;Feto o recién nacido afectado por amniocentesis
KD39.1;Feto o recién nacido afectado por biopsia de vellosidades coriónicas
KD39.2;Feto o recién nacido afectado por toma de muestra de sangre fetal
KD39.3;Feto o recién nacido afectado por complicaciones de cirugía fetal
KD39.4;Feto o recién nacido afectado por complicaciones de cirugía fetal intrauterina
KD39.Y;"Otras complicaciones especificadas de procedimientos intrauterinos, no clasificadas en otra parte"
KD39.Z;"Complicaciones de procedimientos intrauterinos, no clasificadas en otra parte, sin especificación"
KD3A;"Terminación del embarazo, que afecta la supervivencia del feto o recién nacido"
KD3B;Muerte fetal de causa no especificada
KD3B.0;Muerte fetal antes del parto
KD3B.1;Muerte fetal durante el parto
KD3B.Z;Muerte fetal de fecha ni causa especificadas
KD3C;Vómito en el recién nacido
KD3C.0;Vómito bilioso del recién nacido
KD3C.Y;Otro vómito especificado en el recién nacido
KD3C.Z;"Vómito en el recién nacido, sin especificación"
KD3Y;Otros trastornos especificados que se originan en el período perinatal
KD5Z;"Afecciones que se originan en el período perinatal, sin especificación"
LA00;Anencefalia o anomalías afines
LA00.0;Anencefalia
LA00.00;Craneorraquisquisis
LA00.0Y;Otra anencefalia especificada
LA00.0Z;"Anencefalia, sin especificación"
LA00.1;Iniencefalia
LA00.2;Acefalia
LA00.3;Amielencefalia
LA00.Y;Otra anencefalia o anomalías afines especificadas
LA00.Z;"Anencefalia o anomalías afines, sin especificación"
LA01;Cefalocele
LA02;Espina bífida
LA02.0;Espina bífida quística
LA02.00;Mielomeningocele con hidrocefalia
LA02.01;Mielomeningocele sin hidrocefalia
LA02.02;Mielocistocele
LA02.0Y;Otra espina bífida quística especificada
LA02.0Z;"Espina bífida quística, sin especificación"
LA02.1;Espina bífida abierta
LA02.Y;Otra espina bífida especificada
LA02.Z;"Espina bífida, sin especificación"
LA03;Malformación de Chiari de tipo II
LA04;Hidrocefalia congénita
LA04.0;Hidrocefalia con estenosis del acueducto de Silvio
LA04.Y;Otra hidrocefalia congénita especificada
LA04.Z;"Hidrocefalia congénita, sin especificación"
LA05;Anomalías estructurales del desarrollo prenatal del cerebro
LA05.0;Microcefalia
LA05.1;Megaloencefalia
LA05.2;Holoprosencefalia
LA05.3;Agenesia de cuerpo calloso
LA05.4;Arrinencefalia
LA05.5;Migración neuronal anormal
LA05.50;Polimicrogiria
LA05.51;Displasia cortical
LA05.5Y;Otra migración neuronal anormal especificada
LA05.5Z;"Migración neuronal anormal, sin especificación"
LA05.6;Trastornos encefaloclásticos
LA05.60;Porencefalia
LA05.61;Esquicencefalia
LA05.62;Hidranencefalia
LA05.6Y;Otros trastornos encefaloclásticos especificados
LA05.6Z;"Trastornos encefaloclásticos, sin especificación"
LA05.7;Malformaciones quísticas cerebrales
LA05.8;Colpocefalia
LA05.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del cerebro
LA05.Z;"Anomalías estructurales del desarrollo prenatal del cerebro, sin especificación"
LA06;Anomalías estructurales del desarrollo prenatal del cerebelo
LA06.0;Malformación de Dandy-Walker
LA06.1;Hipoplasia o agenesia de hemisferios cerebelosos
LA06.2;Displasia cerebelosa focal
LA06.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del cerebelo
LA06.Z;"estructurales del desarrollo prenatal del cerebelo, sin especificación"
LA07;"Anomalías estructurales del desarrollo prenatal del conducto neuroentérico, la médula espinal o la columna vertebral"
LA07.0;Síndrome primario de médula anclada
LA07.1;Diastematomielia
LA07.2;Amielia
LA07.3;Siringomielia o hidromielia primaria
LA07.4;Malformación de Chiari de tipo I
LA07.Y;"Otras anomalías estructurales especificadas del desarrollo prenatal del conducto neuroentérico, la médula espinal o la columna vertebral"
LA07.Z;"Anomalías estructurales del desarrollo prenatal del conducto neuroentérico, la médula espinal o la columna vertebral, sin especificación"
LA0Y;Otras anomalías estructurales especificadas del desarrollo prenatal del sistema nervioso
LA0Z;"Anomalías estructurales del desarrollo prenatal del sistema nervioso, sin especificación"
LA10;Anomalías estructurales del desarrollo prenatal de los globos oculares
LA10.0;Microftalmia
LA10.1;Anoftalmía clínica
LA10.2;Buftalmos
LA10.3;Macroftalmos congénito
LA10.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los globos oculares
LA10.Z;"anomalías estructurales del desarrollo prenatal de los globos oculares, sin especificación"
LA11;Anomalías estructurales del desarrollo prenatal del segmento anterior del ojo
LA11.0;Esclerótica azul
LA11.1;Anomalías estructurales del desarrollo prenatal de la córnea
LA11.2;Disgenesia del segmento anterior
LA11.3;Aniridia
LA11.4;Coloboma del iris
LA11.5;Opacidad corneal congénita
LA11.6;Trastornos estructurales de la pupila
LA11.60;Pupila irregular
LA11.61;Iridosquisis
LA11.62;Anomalías funcionales de la pupila
LA11.6Y;Otros trastornos estructurales especificados de la pupila
LA11.6Z;"Trastornos estructurales de la pupila, sin especificación"
LA11.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del segmento anterior del ojo
LA11.Z;"Anomalías estructurales del desarrollo prenatal del segmento anterior del ojo, sin especificación"
LA12;Anomalías estructurales del desarrollo prenatal del cristalino o la zónula ciliar
LA12.0;Coloboma del cristalino
LA12.1;Catarata congénita
LA12.2;Afaquia congénita
LA12.3;Esferofaquia
LA12.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del cristalino o la zónula ciliar
LA12.Z;"Anomalías estructurales del desarrollo prenatal del cristalino o la zónula ciliar, sin especificación"
LA13;Anomalías estructurales del desarrollo prenatal del segmento posterior del ojo
LA13.0;Anomalías congénitas del vítreo
LA13.1;Coloboma de coroides o retina
LA13.2;Coloboma de la mácula
LA13.3;Displasia vitreorretiniana congénita
LA13.5;Aneurisma congénito de la retina
LA13.6;Malformaciones congénitas de coroides
LA13.7;Malformación congénita de la papila óptica
LA13.70;Hipoplasia aislada del nervio óptico
LA13.71;Aplasia del nervio óptico
LA13.72;Disco óptico elevado congénito
LA13.73;Displasia de la papila óptica
LA13.74;Megalopapila
LA13.76;Coloboma de la papila óptica
LA13.7Y;Otra malformación congénita especificada de la papila óptica
LA13.7Z;"Malformación congénita de la papila óptica, sin especificación"
LA13.8;Algunas malformaciones congénitas del segmento posterior del ojo
LA13.80;Anastomosis de vasos retinianos o coroideos
LA13.Y;Otras anomalías estructurales especificadas del desarrollo prenatal del segmento posterior del ojo
LA13.Z;"Anomalías estructurales del desarrollo prenatal del segmento posterior del ojo, sin especificación"
LA14;"Anomalías estructurales del desarrollo prenatal del párpado, el aparato lagrimal o la órbita"
LA14.0;Anomalías estructurales del desarrollo prenatal de los párpados
LA14.00;Hendidura o coloboma del párpado
LA14.01;Criptoftalmía
LA14.02;Entropión congénito
LA14.03;Ectropión congénito
LA14.04;Ptosis congénita
LA14.05;Retracción palpebral congénita
LA14.06;Coristoma epibulbar
LA14.07;Anquilobléfaron filiforme congénito
LA14.0Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los párpados
LA14.1;Anomalías estructurales del desarrollo prenatal del aparato lagrimal
LA14.10;Aplasia de glándulas lagrimales o salivales
LA14.11;Agenesia de conductos lagrimales
LA14.12;Dacriocele congénito
LA14.13;Agenesia del punto lagrimal
LA14.14;Estenosis congénita de conducto lagrimal
LA14.1Y;Otras anomalías estructurales especificadas del desarrollo prenatal del aparato lagrimal
LA14.1Z;"Anomalías estructurales del desarrollo prenatal del aparato lagrimal, sin especificación"
LA14.2;Anomalías estructurales del desarrollo prenatal de la órbita
LA14.Y;"Otras anomalías estructurales especificadas del desarrollo prenatal del párpado, el aparato lagrimal o la órbita"
LA14.Z;"Anomalías estructurales del desarrollo prenatal del párpado, el aparato lagrimal o la órbita, sin especificación"
LA1Y;"Otras anomalías estructurales especificadas del desarrollo prenatal del ojo, el párpado o el aparato lagrimal"
LA1Z;"Anomalías estructurales del desarrollo prenatal del ojo, el párpado o el aparato lagrimal, sin especificación"
LA20;Anomalía estructural del aparato de Eustaquio
LA21;Anomalías menores de la oreja
LA21.0;Macrotia
LA21.1;Oreja prominente
LA21.2;Oreja de implantación baja
LA21.3;Oreja deforme
LA21.Y;Otras anomalías menores especificadas de la oreja
LA22;Anomalías del desarrollo estructural del oído que causan deficiencia auditiva
LA22.0;Microtia
LA22.1;Anotia
LA22.2;Aplasia o hipoplasia del conducto auditivo externo
LA22.3;Anomalías estructurales del desarrollo de los huesecillos del oído
LA22.4;Anomalías estructurales del desarrollo del oído interno
LA22.Y;Otras anomalías del desarrollo estructural especificadas del oído que causan deficiencia auditiva
LA22.Z;"Anomalías del desarrollo estructural del oído que causan deficiencia auditiva, sin especificación"
LA23;Otocefalia
LA24;Oreja accesoria
LA2Y;Otras anomalías especificadas del desarrollo estructural prenatal del oído
LA2Z;"Anomalías del desarrollo estructural prenatal del oído, sin especificación"
LA30;Anomalías estructurales del desarrollo prenatal de los dientes y de los tejidos periodontales
LA30.0;Anodoncia
LA30.1;Hipodoncia
LA30.2;Oligodoncia
LA30.3;Hiperdoncia
LA30.4;Anomalías del tamaño o de la forma de los dientes
LA30.5;Anomalías de la resorción o la caída de los dientes
LA30.50;Exfoliación prematura de los dientes
LA30.51;Exfoliación tardía de los dientes
LA30.5Y;Otras anomalías especificadas de la resorción o la caída de los dientes
LA30.5Z;"Anomalías de la resorción o la caída de los dientes, sin especificación"
LA30.6;Amelogénesis imperfecta
LA30.7;Displasia de la dentina
LA30.8;Dentinogénesis imperfecta
LA30.9;Odontogénesis imperfecta
LA30.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los dientes y de los tejidos periodontales
LA30.Z;"Anomalías estructurales del desarrollo prenatal de los dientes y de los tejidos periodontales, sin especificación"
LA31;Anomalías estructurales del desarrollo prenatal de la boca o de la lengua
LA31.0;Macroglosia congénita
LA31.1;Hipoglosia o aglosia
LA31.2;Anquiloglosia
LA31.3;Macrostomía
LA31.4;Microstomía
LA31.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de la boca o de la lengua
LA40;Fisura labial
LA40.0;Fisura labial unilateral
LA40.1;Fisura labial bilateral
LA40.2;Fisura labial en la línea media
LA41;Fisura labial y alveolar
LA41.0;Fisura labial y alveolar unilateral
LA41.1;Fisura labial y alveolar bilateral
LA42;Fisura del paladar
LA42.0;Fisura de la bóveda del paladar
LA42.1;Fisura del velo del paladar
LA42.2;Fisura de la úvula
LA4Y;"Otras fisuras labiales, alveolares o palatinas especificadas"
LA4Z;"Fisuras labiales, alveolares o palatinas, sin especificación"
LA50;Insuficiencia velofaríngea congénita
LA51;Fisuras faciales
LA52;Asimetría facial
LA53;Macroqueilia
LA54;Microqueilia
LA55;Facies comprimida
LA56;Síndrome de Pierre Robin
LA5Y;"Otras anomalías estructurales especificadas del desarrollo prenatal de la cara, la boca o los dientes"
LA5Z;"Anomalías estructurales del desarrollo prenatal de la cara, la boca o los dientes, sin especificación"
LA60;Cuello alado
LA61;Tumor esternocleidomastoideo congénito
LA62;Tortícolis congénita
LA6Y;Otras anomalías estructurales especificadas del desarrollo prenatal del cuello
LA6Z;"Anomalías estructurales del desarrollo prenatal del cuello, sin especificación"
LA70;Anomalías estructurales del desarrollo prenatal de la nariz o la nasofaringe
LA70.0;Arrinia
LA70.1;Nariz bífida
LA70.2;Atresia de coanas
LA70.3;Tabique nasal perforado congénito
LA70.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de la nariz o la nasofaringe
LA70.Z;"Anomalías estructurales del desarrollo prenatal de la nariz o la nasofaringe, sin especificación"
LA71;Anomalías estructurales del desarrollo prenatal de la laringe
LA71.0;Laringomalacia congénita
LA71.1;Laringocele
LA71.2;Hipoplasia laríngea
LA71.3;Estenosis subglótica congénita
LA71.Y;Otras anomalías estructurales congénitas del desarrollo prenatal de la laringe
LA71.Z;"Anomalías estructurales del desarrollo prenatal de la laringe, sin especificación"
LA72;Fisura laringotraqueoesofágica
LA73;Anomalías estructurales del desarrollo prenatal de la tráquea
LA73.0;Estenosis congénita de la tráquea
LA73.1;Traqueomalacia congénita
LA73.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de la tráquea
LA73.Z;"Anomalías estructurales del desarrollo prenatal de la tráquea, sin especificación"
LA74;Anomalías estructurales del desarrollo prenatal de los bronquios
LA74.0;Estenosis o atresia congénita de los bronquios
LA74.1;Broncomalacia congénita
LA74.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los bronquios
LA74.Z;"Anomalías estructurales del desarrollo prenatal de los bronquios, sin especificación"
LA75;Anomalías estructurales del desarrollo prenatal de los pulmones
LA75.0;Lóbulo accesorio de pulmón
LA75.1;Agenesia de pulmón
LA75.2;Hipoplasia congénita del pulmón
LA75.3;Hiperplasia congénita del pulmón
LA75.4;Malformaciones congénitas de vías respiratorias pulmonares
LA75.5;Enfisema lobular congénito
LA75.6;Secuestro pulmonar congénito
LA75.Y;Otras anomalías estructurales especificadas del desarrollo prenatal de los pulmones
LA75.Z;"Anomalías estructurales del desarrollo prenatal de los pulmones, sin especificación"
LA76;Anomalías estructurales del desarrollo prenatal de la pleura
LA77;Quiste congénito del mediastino
LA7Y;Otras anomalías estructurales especificadas del desarrollo prenatal del aparato respiratorio
LA7Z;"Anomalías estructurales del desarrollo prenatal del aparato respiratorio, sin especificación"
LA80;Posición u orientación anómala del corazón
LA80.0;Levocardia
LA80.1;Dextrocardia
LA80.2;Mesocardia
LA80.3;Corazón extratorácico
LA80.Y;Otra posición u orientación anómala especificada del corazón
LA80.Z;"Posición u orientación anómala del corazón, sin especificación"
LA81;Relaciones ventriculares anormales
LA82;Situs inversus total
LA83;Isomerismo derecho
LA84;Isomerismo izquierdo
LA85;Anomalía congénita de una conexión auriculoventricular o ventriculoarterial
LA85.0;Conexiones auriculoventriculares discordantes
LA85.00;Transposición congénitamente corregida de las grandes arterias
LA85.0Y;Otras conexiones auriculoventriculares discordantes especificadas
LA85.0Z;"Conexiones auriculoventriculares discordantes, sin especificar"
LA85.1;Transposición de las grandes arterias
LA85.2;Ventrículo derecho con doble salida
LA85.20;"Ventrículo derecho de doble salida con comunicación interventricular subpulmonar, tipo transposición"
LA85.21;Ventrículo derecho de doble salida con comunicación interventricular no comprometida
LA85.22;"Ventrículo derecho de doble salida con comunicación interventricular subaórtica o doblemente comprometida sin estenosis pulmonar, tipo comunicación interventricular"
LA85.23;"Doble salida ventricular derecha|con defecto septal ventricular subaórtica o doblemente comprometida| y estenosis pulmonar, tipo Fallot"
LA85.2Y;Otro ventrículo derecho con doble salida especificado
LA85.2Z;"Ventrículo derecho con doble salida, sin especificación"
LA85.3;Ventrículo izquierdo con doble salida
LA85.4;Tronco arterioso común
LA85.40;Tronco arterioso común con dominancia aórtica
LA85.41;Tronco arterioso común con dominancia pulmonar e interrupción del cayado aórtico
LA85.4Y;Otro tronco arterioso común especificado
LA85.4Z;"Tronco arterioso común, sin especificación"
LA85.Y;Otra anomalía congénita especificada de una conexión auriculoventricular o ventriculoarterial
LA85.Z;"Anomalía congénita de una conexión auriculoventricular o ventriculoarterial, sin especificación"
LA86;Anomalía congénita de vena mediastínica
LA86.0;Vena cava superior izquierda
LA86.1;Seno coronario fenestrado
LA86.2;Conexión anómala de venas pulmonares
LA86.20;Conexión anómala total de venas pulmonares
LA86.21;Conexión anómala parcial de venas pulmonares
LA86.22;Síndrome de la cimitarra
LA86.2Y;Otra conexión anómala especificada de venas pulmonares
LA86.2Z;"Conexión anómala de venas pulmonares, sin especificación"
LA86.3;Estenosis o hipoplasia congénita de vena pulmonar
LA86.Y;Otra anomalía congénita especificada de vena mediastínica
LA86.Z;"Anomalía congénita de vena mediastínica, sin especificación"
LA87;Anomalías congénitas de las válvulas auriculoventriculares o el tabique auriculoventricular
LA87.0;Anomalía congénita de la válvula tricúspide
LA87.00;Insuficiencia tricuspídea congénita
LA87.01;Estenosis congénita de la válvula tricúspide
LA87.02;Displasia de la válvula tricúspide
LA87.03;Malformación de Ebstein de la válvula tricúspide
LA87.0Y;Otra anomalía congénita especificada de la válvula tricúspide
LA87.0Z;"Anomalía congénita de la válvula tricúspide, sin especificación"
LA87.1;Anomalía congénita de la válvula mitral
LA87.10;Insuficiencia congénita de la válvula mitral
LA87.11;Estenosis congénita de válvula mitral
LA87.12;Displasia de la válvula mitral
LA87.13;Anomalía congénita del aparato subvalvular de la válvula mitral
LA87.1Y;Otra anomalía congénita especificada de la válvula mitral
LA87.1Z;"Anomalía congénita de la válvula mitral, sin especificación"
LA87.2;Unión auriculoventricular común
LA87.20;Comunicación auriculoventricular
LA87.2Y;Otra unión auriculoventricular común especificada
LA87.2Z;"Unión auriculoventricular común, sin especificación"
LA87.Y;Otras anomalías congénitas especificadas de las válvulas auriculoventriculares o el tabique auriculoventricular
LA87.Z;"Anomalías congénitas de las válvulas auriculoventriculares o el tabique auriculoventricular, sin especificación"
LA88;Anomalía congénita de un ventrículo o el tabique interventricular
LA88.0;Obstrucción congénita del infundíbulo ventricular derecho
LA88.1;Ventrículo derecho bicameral
LA88.2;Tetralogía de Fallot
LA88.20;Tetralogía de Fallot con síndrome de válvula pulmonar ausente
LA88.21;Tetralogía de Fallot con atresia pulmonar
LA88.22;Tetralogía de Fallot con atresia pulmonar y arterias colaterales sistémico-pulmonares
LA88.2Y;Otra tetralogía de Fallot especificada
LA88.2Z;"Tetralogía de Fallot, sin especificación"
LA88.3;Obstrucción congénita del infundíbulo ventricular izquierdo
LA88.4;Comunicación interventricular
LA88.40;Comunicación interventricular en el músculo trabecular
LA88.41;Comunicación interventricular perimembranosa
LA88.42;Comunicación interventricular sin trascendencia hemodinámica
LA88.4Y;Otra comunicación interventricular especificada
LA88.4Z;"Comunicación interventricular, sin especificación"
LA88.Y;Otra anomalía congénita especificada de un ventrículo o el tabique interventricular
LA88.Z;"Anomalía congénita de un ventrículo o el tabique interventricular, sin especificación"
LA89;Corazón funcionalmente univentricular
LA89.0;Conexión auriculoventricular con doble entrada
LA89.1;Atresia tricuspídea
LA89.2;Atresia mitral
LA89.3;Síndrome de hemicardio izquierdo hipoplásico
LA89.Y;Otro corazón funcionalmente univentricular especificado
LA89.Z;"Corazón funcionalmente univentricular, sin especificación"
LA8A;Anomalía congénita de una válvula ventriculoarterial o las regiones adyacentes
LA8A.0;Anomalía congénita de la válvula pulmonar
LA8A.00;Estenosis congénita de la válvula pulmonar
LA8A.01;Insuficiencia congénita de la válvula pulmonar
LA8A.0Y;Otra anomalía congénita especificada de la válvula pulmonar
LA8A.0Z;"Anomalía congénita de la válvula pulmonar, sin especificación"
LA8A.1;Atresia pulmonar congénita
LA8A.10;Atresia de la válvula pulmonar con tabique ventricular intacto
LA8A.1Y;Otra atresia pulmonar congénita especificada
LA8A.1Z;"Atresia pulmonar congénita, sin especificación"
LA8A.2;Anomalía congénita de la válvula aórtica
LA8A.20;Estenosis congénita de la válvula aórtica
LA8A.21;Insuficiencia congénita de la válvula aórtica
LA8A.22;Válvula aórtica bicúspide
LA8A.23;Atresia valvular aórtica
LA8A.24;Válvula aórtica unicúspide
LA8A.2Y;Otra anomalía congénita especificada de la válvula aórtica
LA8A.2Z;"Anomalía congénita de la válvula aórtica, sin especificación"
LA8A.3;Estenosis aórtica supravalvular congénita
LA8A.4;Aneurisma de seno aórtico de Valsalva
LA8A.5;Estenosis subaórtica congénita
LA8A.6;Estenosis subpulmonar congénita
LA8A.Y;Otra anomalía congénita especificada de una válvula ventriculoarterial o las regiones adyacentes
