Code;Title;DepthInKind
NA20;Traumatismo Superficial En El Cuello;1
NA20.0;Excoriación De La Garganta;2
NA20.1;Contusión En La Garganta;2
NA20.2;Otros Traumatismos Superficiales O Sin Especificar En La Garganta;2
NA20.3;Traumatismos Superficiales Múltiples En El Cuello;2
NA20.Y;Otro Traumatismo Superficial Especificada En El Cuello;2
NA20.Z;"Traumatismo Superficial En El Cuello, Sin Especificación";2
NA21;Herida Abierta En El Cuello;1
NA21.0;"Laceración En El Cuello, Sin Cuerpo Extraño";2
NA21.1;"Laceración En El Cuello, Con Cuerpo Extraño";2
NA21.2;"Herida Punzante En El Cuello, Sin Cuerpo Extraño";2
NA21.3;"Herida Punzante En El Cuello, Con Cuerpo Extraño";2
NA21.4;Mordedura O Picadura Abierta En El Cuello;2
NA21.5;Heridas Abiertas Múltiples En El Cuello;2
NA21.Y;Otra Herida Abierta Especificada En El Cuello;2
NA21.Z;"Herida Abierta En El Cuello, Sin Especificación";2
NA22;Fractura Del Cuello;1
NA22.0;Fractura De La Primera Vértebra Cervical;2
NA22.00;"Fractura De La Primera Vértebra Cervical, Fractura Por Estallido";3
NA22.01;Fractura Del Arco Posterior De La Primera Vértebra Cervical;3
NA22.02;Fractura De La Masa Lateral De La Primera Vértebra Cervical;3
NA22.03;Otra Fractura De La Primera Vértebra Cervical;3
NA22.0Z;"Fractura De La Primera Vértebra Cervical, Sin Especificación";3
NA22.1;Fractura De La Segunda Vértebra Cervical;2
NA22.10;"Espondilolistesis Traumática De La Segunda Vértebra Cervical, Tipo Iii";3
NA22.11;Otra Espondilolistesis Traumática En La Segunda Vértebra Cervical;3
NA22.12;Fractura De La Odontoides;3
NA22.13;Otra Fractura De La Segunda Vértebra Cervical;3
NA22.1Z;"Fractura De La Segunda Vértebra Cervical, Sin Especificación";3
NA22.2;Fractura De Otra Vértebra Cervical Especificada;2
NA22.3;Fracturas Múltiples En La Columna Cervical;2
NA22.Z;"Fractura De Cuello, Sin Especificación";2
NA23;"Luxación, Distensión O Esguince De Las Articulaciones O Los Ligamentos Al Nivel Del Cuello";1
NA23.0;Ruptura Traumática De Un Disco Cervical Intervertebral;2
NA23.1;Luxación De Vértebra Cervical;2
NA23.10;Luxación Craneocervical;3
NA23.11;Luxación Atloaxoidea;3
NA23.12;Luxación De Otras Vértebras Cervicales Especificadas;3
NA23.1Z;"Luxación De Vértebra Cervical, Sin Especificación";3
NA23.2;Luxación De Otras Partes O De Partes No Especificadas Del Cuello;2
NA23.3;Luxaciones Múltiples Del Cuello;2
NA23.4;Distensión O Esguince De La Columna Cervical;2
NA23.40;"Trastorno Agudo Asociado Al Latigazo Cervical Con Quejas De Dolor De Cuello, Rigidez O Sensibilidad únicamente";3
NA23.41;Trastorno Por Latigazo Agudo Asociado Con Dolor De Cuello Con Signos Musculoesqueléticos;3
NA23.42;Trastorno Agudo Por Latigazo Asociado Con Dolor De Cuello Con Signos Neurológicos;3
NA23.4Y;Otra Distensión O Esguince Especificado De La Columna Cervical;3
NA23.4Z;"Distensión O Esguince De La Columna Cervical, Sin Especificación";3
NA23.5;Distensión O Esguince De La Región Tiroidea;2
NA23.Y;Otra Dislocación O Tensión O Esguince De Las Articulaciones O Ligamentos Al Nivel Del Cuello Especificado;2
NA23.Z;"Dislocación O Tensión O Esguince De Las Articulaciones O Ligamentos Al Nivel Del Cuello, Sin Especificación";2
NA30;Conmoción O Edema De La Médula Espinal Cervical;1
NA31;Algunos Traumatismos Especificados En La Médula Espinal Cervical;1
NA31.0;Traumatismo Completo En La Médula Espinal Cervical;2
NA31.1;Síndrome De La Columna Central De La Médula Espinal Cervical;2
NA31.2;Síndrome De La Columna Anterior De La Médula Espinal Cervical;2
NA31.3;Síndrome De La Columna Posterior De La Médula Espinal Cervical;2
NA31.4;Síndrome De Brown-Séquard De La Médula Espinal Cervical;2
NA31.5;Otro Síndrome Incompleto De La Médula Espinal Cervical;2
NA3Z;"Traumatismo En La Médula Espinal Cervical, Sin Especificación";1
NA40;Traumatismo En La Raíz Nerviosa De La Columna Cervical;1
NA41;Traumatismo En El Plexo Braquial;1
NA41.0;Traumatismo En Un Fascículo Del Plexo Braquial;2
NA41.1;Traumatismo En Una División Del Plexo Braquial;2
NA41.2;Traumatismo En Un Tronco Del Plexo Braquial;2
NA41.Y;Otro Traumatismo Especificado Del Plexo Braquial;2
NA41.Z;"Traumatismo Del Plexo Braquial, Sin Especificación";2
NA42;Traumatismo En Los Nervios Periféricos Del Cuello;1
NA42.0;Traumatismo En El Nervio Supraclavicular;2
NA42.1;Traumatismo En El Nervio Cutáneo Anterior Del Cuello;2
NA42.Y;Traumatismo En Otros Nervios Periféricos Específicados Del Cuello;2
NA42.Z;"Traumatismo En Los Nervios Periféricos Del Cuello, Sin Especificación";2
NA43;Traumatismo En Los Nervios Cervicales Simpáticos;1
NA44;Traumatismo En El Nervio Frénico;1
NA4Y;Traumatismo En Otros Nervios Especificados A Nivel Del Cuello;1
NA4Z;"Traumatismo En Los Nervios A Nivel Del Cuello, Sin Especificación";1
NA60;Traumatismo En Los Vasos Sanguíneos A Nivel Del Cuello;1
NA60.0;Traumatismo En La Arteria Carótida;2
NA60.00;Desgarro Menor En La Arteria Carótida;3
NA60.01;Desgarro Mayor En La Arteria Carótida;3
NA60.0Y;Otro Traumatismo Especificado En La Arteria Carótida;3
NA60.0Z;"Traumatismo En La Arteria Carótida, Sin Especificación";3
NA60.1;Traumatismo En La Arteria Vertebral;2
NA60.10;Desgarro Menor En La Arteria Vertebral;3
NA60.11;Desgarro Mayor En La Arteria Vertebral;3
NA60.1Y;Otro Traumatismo Especificado En La Arteria Vertebral;3
NA60.1Z;"Traumatismo En La Arteria Vertebral, Sin Especificación";3
NA60.2;Traumatismo En La Vena Yugular Externa;2
NA60.20;Desgarro Menor En La Vena Yugular Externa;3
NA60.21;Desgarro Mayor En La Vena Yugular Externa;3
NA60.2Y;Otro Traumatismo Especificado En La Vena Yugular Externa;3
NA60.2Z;"Traumatismo En La Vena Yugular Externa, Sin Especificación";3
NA60.3;Traumatismo En La Vena Yugular Interna;2
NA60.30;Desgarro Menor En La Vena Yugular Interna;3
NA60.31;Desgarro Mayor En La Vena Yugular Interna;3
NA60.3Y;Otro Traumatismo Especificado En La Vena Yugular Interna;3
NA60.3Z;"Traumatismo En La Vena Yugular Interna, Sin Especificación";3
NA60.4;Traumatismo En Múltiples Vasos Sanguíneos A Nivel Del Cuello;2
NA60.Y;Traumatismo En Otros Vasos Sanguíneos Especificados A Nivel Del Cuello;2
NA60.Z;"Traumatismo En Los Vasos Sanguíneos A Nivel Del Cuello, Sin Especificación";2
NA61;"Traumatismo En Tendón, Fascia O Músculo A Nivel Del Cuello";1
NA61.0;"Esguince O Distensión En Tendón, Fascia O Músculo A Nivel Del Cuello";2
NA61.1;"Desgarro En Tendón, Fascia O Músculo A Nivel Del Cuello";2
NA61.Y;"Otro Traumatismo Especificado En Un Músculo, Fascia O Tendón A Nivel Del Cuello";2
NA61.Z;"Traumatismo En Un Músculo, Fascia O Tendón A Nivel Del Cuello, Sin Especificación";2
NA62;Traumatismo Por Aplastamiento En El Cuello;1
NA62.0;Traumatismo Por Aplastamiento De La Laringe O La Tráquea;2
NA62.Y;Traumatismo Por Aplastamiento En Otra Parte Especificada Del Cuello;2
NA62.Z;"Traumatismo Por Aplastamiento En El Cuello, Sin Especificación";2
NA63;Amputación Traumática A Nivel Del Cuello;1
NA64;Traumatismos Múltiples En El Cuello;1
NA6Y;Otros Traumatismos Especificados En El Cuello;1
NA6Z;"Traumatismos En El Cuello, Sin Especificación";1
NA80;Traumatismo Superficial En El Tórax;1
NA80.0;Excoriación En La Mama;2
NA80.1;Contusión En La Mama;2
NA80.2;Otras O Lesiones Superficiales No Especificadas De La Mama;2
NA80.3;Otros Traumatismos Superficiales En La Pared Anterior Del Tórax;2
NA80.4;Otros Traumatismos Superficiales En La Pared Posterior Del Tórax;2
NA80.5;Excoriación En El Tórax;2
NA80.6;Contusión En El Tórax;2
NA80.7;Traumatismos Superficiales Múltiples En El Tórax;2
NA80.Y;Otro Traumatismo Superficial Especificado Del Tórax;2
NA80.Z;"Traumatismo Superficial En El Tórax, Sin Especificación";2
NA81;Herida Abierta En El Tórax;1
NA81.0;"Desgarro En El Tórax, Sin Cuerpo Extraño";2
NA81.1;"Desgarro En El Tórax, Con Cuerpo Extraño";2
NA81.2;"Herida Punzante En El Tórax, Sin Cuerpo Extraño";2
NA81.3;"Herida Punzante En El Tórax, Con Cuerpo Extraño";2
NA81.4;Mordedura Abierta En El Tórax;2
NA81.5;Heridas Abiertas Múltiples En La Pared Torácica;2
NA81.Y;Otra Herida Abierta Especificada Del Tórax;2
NA81.Z;"Herida Abierta Del Tórax, Sin Especificación";2
NA82;"Fractura De Costilla, Del Esternón O De La Columna Torácica";1
NA82.0;Fractura De Vértebra Torácica;2
NA82.1;Fracturas Múltiples De La Columna Torácica;2
NA82.2;Fractura Del Esternón;2
NA82.3;Fractura De Costilla;2
NA82.30;Fractura De Costilla Posterior O Posterolateral;3
NA82.3Y;Otra Fractura De Costilla Especificada;3
NA82.3Z;"Fractura De Costilla, Sin Especificación";3
NA82.4;Fracturas Múltiples De Costillas;2
NA82.5;Tórax Inestable;2
NA82.Y;"Otra Fractura Especificada De Costilla, Del Esternón O De La Columna Torácica";2
NA82.Z;"Fractura De Costilla, Del Esternón O De La Columna Torácica, Sin Especificación";2
NA83;"Luxación, Distensión O Esguince De Articulaciones O Ligamentos Del Tórax";1
NA83.0;Ruptura Traumática De Un Disco Intervertebral Torácico;2
NA83.1;Luxación De Vértebra Torácica;2
NA83.2;Luxación De Otra Parte Del Tórax O De Una Parte No Especificada;2
NA83.3;Distensión O Esguince De Los Ligamentos De La Columna Dorsal;2
NA83.4;Distensión O Esguince De Costillas O Esternón;2
NA83.40;Distensión O Esguince Del Esternón;3
NA83.41;Distensión O Esguince De La Articulación O El Ligamento Esternoclavicular;3
NA83.42;Distensión O Esguince De La Articulación Condroesternal;3
NA83.4Y;Distensión O Esguince De Otra Localización Especificada De Las Costillas O El Esternón;3
NA83.4Z;"Distensión O Esguince De Costillas O Esternón, Sin Especificación";3
NA83.Y;"Otra Luxación, Distensión O Esguince Especificada De Articulaciones O Ligamentos Del Tórax";2
NA83.Z;"Luxación O Distensión O Esguince De Articulaciones O Ligamentos De Tórax, Sin Especificación";2
NA90;Conmoción O Edema De La Médula Espinal Torácica;1
NA91;Otros Traumatismos Especificados En La Médula Espinal Torácica;1
NA91.0;Traumatismo Completo En La Médula Espinal Torácica;2
NA91.1;Síndrome De Contusión Centromedular En La Médula Espinal Torácica;2
NA91.2;Síndrome En La Médula Torácica Anterior De La Médula Espinal;2
NA91.3;Síndrome En La Médula Torácica Posterior De La Médula Espinal;2
NA91.4;Síndrome De Brown-Séquard De La Médula Espinal Torácica;2
NA91.5;Otro Síndrome Incompleto De La Médula Espinal Torácica;2
NA9Z;"Traumatismo En La Médula Espinal Torácica, Sin Especificación";1
NB00;Traumatismo En Las Raíces Nerviosas De La Columna Torácica;1
NB01;Traumatismo En Los Nervios Periféricos Del Tórax;1
NB02;Traumatismo En Los Nervios Simpáticos Torácicos;1
NB0Y;Otro Traumatismo Especificado En Los Nervios A Nivel Del Tórax;1
NB2Y;Otro Traumatismo Especificado En Los Nervios O La Médula Espinal A Nivel Del Tórax;1
NB2Z;"Traumatismo En Los Nervios O La Médula Espinal A Nivel Del Tórax, Sin Especificación";1
NB30;Traumatismo En Los Vasos Sanguíneos Del Tórax;1
NB30.0;Traumatismo En La Aorta Torácica;2
NB30.00;Desgarro Menor De La Aorta Torácica;3
NB30.01;Desgarro Mayor De La Aorta Torácica;3
NB30.0Y;Otro Traumatismo En La Aorta Torácica;3
NB30.0Z;"Traumatismo En La Aorta Torácica, Sin Especificación";3
NB30.1;Traumatismo En La Arteria Innominada O Subclavia;2
NB30.10;Desgarro Menor En La Arteria Innominada O Subclavia;3
NB30.11;Desgarro Mayor En La Arteria Innominada O Subclavia;3
NB30.1Y;Otra Lesión Traumática Especificada De Arteria Innominada O Subclavia;3
NB30.1Z;"Lesión Traumática De La Arteria Innominada O Subclavia, Sin Especificación";3
NB30.2;Traumatismo En La Vena Cava Superior;2
NB30.20;Desgarro Menor En La Vena Cava Superior;3
NB30.21;Desgarro Mayor En La Vena Cava Superior;3
NB30.2Y;Otra Lesión Especificada De La Vena Cava Superior;3
NB30.2Z;"Lesión De La Vena Cava Superior, Sin Especificación";3
NB30.3;Traumatismo En La Vena Innominada O Subclavia;2
NB30.30;Desgarro Menor En La Vena Innominada O Subclavia;3
NB30.31;Desgarro Mayor En La Vena Innominada O Subclavia;3
NB30.3Y;Otra Lesión Traumática Especificada De La Vena Innominada O Subclavia;3
NB30.3Z;"Lesión Traumática De Vena Innominada O Subclavia, Sin Especificación";3
NB30.4;Traumatismo En Los Vasos Sanguíneos Pulmonares;2
NB30.40;Desgarro Menor En Los Vasos Sanguíneos Pulmonares;3
NB30.41;Desgarro Mayor En Los Vasos Sanguíneos Pulmonares;3
NB30.4Y;Otro Traumatismo Especificado De Los Vasos Sanguíneos Pulmonares;3
NB30.4Z;"Traumatismo En Los Vasos Sanguíneos Pulmonares, Sin Especificación";3
NB30.5;Traumatismo En Los Vasos Sanguíneos Intercostales;2
NB30.50;Desgarro En Los Vasos Sanguíneos Intercostales;3
NB30.5Y;Otra Lesión Traumática Específica De Los Vasos Sanguíneos Intercostales;3
NB30.5Z;"Lesión Traumática De Los Vasos Sanguíneos Intercostales, Sin Especificación";3
NB30.6;Traumatismo En Múltiples Vasos Sanguíneos Del Tórax;2
NB30.Y;Traumatismo En Otros Vasos Sanguíneos Especificados Del Tórax;2
NB30.Z;"Traumatismo En Los Vasos Sanguíneos Del Tórax, Sin Especificación";2
NB31;Traumatismo En El Corazón;1
NB31.0;Traumatismo Cardíaco Con Hemopericardio;2
NB31.00;Contusión Cardíaca Con Hemopericardio;3
NB31.01;Desgarro Cardíaco Menor Con Hemopericardio;3
NB31.02;Desgarro Cardíaco Moderado Con Hemopericardio;3
NB31.03;Desgarro Cardíaco Mayor Con Hemopericardio;3
NB31.0Y;Otro Traumatismo Cardíaco Con Hemopericardio;3
NB31.0Z;"Traumatismo Cardíaco Con Hemopericardio, Sin Especificación";3
NB31.1;Traumatismo Cardíaco Sin Hemopericardio;2
NB31.10;Contusión Cardíaca Sin Hemopericardio;3
NB31.11;Desgarro Cardíaco Sin Hemopericardio;3
NB31.1Y;Otro Traumatismo Especificado Del Corazón Sin Hemopericardio;3
NB31.1Z;"Traumatismo Del Corazón Sin Hemopericardio, Sin Especificación";3
NB31.2;"Traumatismo Cardíaco No Especificado, Sin Herida Abierta En La Cavidad Torácica";2
NB31.3;"Traumatismo Cardíaco No Especificado, Con Herida Abierta En La Cavidad Torácica";2
NB31.4;Traumatismo En La Válvula Cardíaca;2
NB31.40;Traumatismo En La Válvula Mitral;3
NB31.4Y;Otra Lesión Traumática De La Válvula Cardíaca Especificada;3
NB31.4Z;"Lesión Traumática De La Válvula Cardíaca, Sin Especificación";3
NB31.Y;Otro Traumatismo Especificado En El Corazón;2
NB31.Z;"Traumatismo En El Corazón, Sin Especificación";2
NB32;Traumatismo En Otros órganos Intratorácicos O En órganos Intratorácicos No Especificados;1
NB32.0;Neumotórax Traumático;2
NB32.1;Hemotórax Traumático;2
NB32.2;Hemoneumotórax Traumático;2
NB32.3;Otros Traumatismos Pulmonares;2
NB32.30;Contusión Pulmonar;3
NB32.31;Desgarro Pulmonar;3
NB32.32;Lesión Pulmonar Traumática Por Inhalación;3
NB32.33;Traumatismo Pulmonar Primario Por Onda Expansiva;3
NB32.3Y;Otra Lesión Traumática Pulmonar;3
NB32.3Z;"Lesión Traumática Pulmonar, Sin Especificación";3
NB32.4;Traumatismo Bronquial;2
NB32.40;Contusión Bronquial;3
NB32.41;Desgarro Bronquial Menor;3
NB32.42;Desgarro Bronquial Moderado;3
NB32.43;Desgarro Bronquial Mayor;3
NB32.4Y;Otro Traumatismo Bronquial Especificado;3
NB32.4Z;"Traumatismo Bronquial, Sin Específicación";3
NB32.5;Traumatismo En La Tráquea Torácica;2
NB32.50;Contusión En La Tráquea Torácica;3
NB32.51;Desgarro Menor En La Tráquea Torácica;3
NB32.52;Desgarro Moderado En La Tráquea Torácica;3
NB32.53;Desgarro Mayor En La Tráquea Torácica;3
NB32.5Y;Otra Lesión Traumática Especificada De La Tráquea Torácica;3
NB32.5Z;"Lesión Traumática De Tráquea Torácica, Sin Especificación";3
NB32.6;Traumatismo Pleural;2
NB32.60;Desgarro Pleural;3
NB32.6Y;Otro Traumatismo En La Pleura Especificado;3
NB32.6Z;"Traumatismo En La Pleura, Sin Especificación";3
NB32.7;Traumatismos Múltiples En órganos Intratorácicos;2
NB32.8;Traumatismo En Otros órganos Intratorácicos Especificados;2
NB32.Y;Otro Traumatismo Especificado En Otros órganos Intratorácicos O En órganos Intratorácicos No Especificados;2
NB32.Z;"Traumatismo En Otros órganos Intratorácicos O En órganos Intratorácicos No Especificados, Sin Especificación";2
NB33;Traumatismo Por Aplastamiento Del Tórax O Amputación Traumática De Parte Del Tórax;1
NB33.0;Aplastamiento Torácico;2
NB33.1;Amputación Traumática De Mama;2
NB33.10;Amputación Traumática De Parte De La Mama;3
NB33.11;Amputación Traumática De Toda La Mama;3
NB33.1Z;"Amputación Traumática De Mama, Sin Especificación";3
NB33.2;Amputación Traumática De Otra Parte Del Tórax;2
NB33.Y;Otra Lesión Traumática Por Aplastamiento Especificado Del Tórax O Amputación Traumática De Parte Del Tórax;2
NB33.Z;"Lesión Traumática Por Aplastamiento Del Tórax O Amputación Traumática De Parte Del Tórax, Sin Especificación";2
NB34;"Traumatismo En Tendón, Fascia O Músculo A Nivel Del Tórax";1
NB34.0;"Distensión O Esguince De Tendón, Fascia O Músculo A Nivel Del Tórax";2
NB34.1;"Desgarro De Tendón, Fascia O Músculo A Nivel Del Tórax";2
NB34.Y;"Otra Lesión Traumática Especificada De Músculo, Fascia O Tendón A Nivel Del Tórax";2
NB34.Z;"Lesión Traumática De Músculo, Fascia O Tendón A Nivel Del Tórax, Sin Especificación";2
NB35;Traumatismos Múltiples En El Tórax;1
NB3Y;Otros Traumatismos Especificados En El Tórax;1
NB3Z;"Traumatismos En El Tórax, Sin Especificación";1
NB50;"Traumatismo Superficial En El Abdomen, La Zona Lumbar O La Pelvis";1
NB50.0;Excoriación En La Zona Lumbar O La Pelvis;2
NB50.1;Contusión En La Zona Lumbar O La Pelvis;2
NB50.2;Excoriación En La Pared Abdominal;2
NB50.3;Contusión En La Pared Abdominal;2
NB50.4;Excoriación En Los órganos Genitales Externos;2
NB50.5;Contusión En Los órganos Genitales Externos;2
NB50.6;"Traumatismos Superficiales Múltiples En El Abdomen, La Zona Lumbar O La Pelvis";2
NB50.Y;"Otro Traumatismo Superficial Especificado En El Abdomen, La Zona Lumbar O La Pelvis";2
NB50.Z;"Traumatismo Superficial En El Abdomen, La Zona Lumbar O La Pelvis, Sin Especificación";2
NB51;"Herida Abierta En El Abdomen, La Zona Lumbar O La Pelvis";1
NB51.0;"Laceración En El Abdomen, La Zona Lumbar O La Pelvis, Sin Cuerpo Extraño";2
NB51.1;"Laceración En El Abdomen, La Zona Lumbar O La Pelvis, Con Cuerpo Extraño";2
NB51.2;"Herida Punzante Sin Cuerpo Extraño En El Abdomen, La Zona Lumbar O La Pelvis";2
NB51.3;"Herida Punzante Con Cuerpo Extraño En El Abdomen, La Zona Lumbar O La Pelvis";2
NB51.4;"Mordedura O Picadura Abierta En El Abdomen, La Zona Lumbar O La Pelvis";2
NB51.5;"Heridas Abiertas Múltiples En El Abdomen, La Zona Lumbar O La Pelvis";2
NB51.Y;"Otra Herida Abierta Especificada Del Abdomen, La Espalda Baja O La Pelvis";2
NB51.Z;"Herida Abierta Del Abdomen, La Espalda Baja O La Pelvis, Sin Especificación";2
NB52;Fractura De La Columna Lumbar O La Pelvis;1
NB52.0;Fractura De Vértebra Lumbar;2
NB52.1;Fractura De Hueso Pélvico Sin Interrupción Del Arco Posterior Del Anillo Pélvico;2
NB52.10;Fractura Del Hueso Sacro Sin Interrupción De Anillo Pélvico;3
NB52.11;Fractura Del Cóccix;3
NB52.12;Fractura Del Hueso Ilíaco Sin Interrupción Del Anillo Pélvico;3
NB52.13;Fractura Del Acetábulo Sin Interrupción De Anillo Pélvico;3
NB52.14;Fractura Del Pubis Sin Interrupción Del Anillo Pélvico;3
NB52.15;Fractura Del Isquion Sin Interrupción Del Anillo Pélvico;3
NB52.1Y;Otra Fractura De Hueso Pélvico Especificado Sin Interrupción Del Arco Posterior Del Anillo Pélvico;3
NB52.1Z;"Fractura De Hueso Pélvico Sin Interrupción Del Arco Posterior Del Anillo Pélvico, Sin Especificación";3
NB52.2;Fractura Del Anillo Pélvico Con Interrupción Incompleta Del Arco Posterior;2
NB52.3;Fractura Del Anillo Pélvico Con Interrupción Completa Del Arco Posterior;2
NB52.4;Fracturas Múltiples De La Columna Lumbar O La Pelvis;2
NB52.Y;Otra Fractura Especificada De La Columna Lumbar O De La Pelvis;2
NB52.Z;"Fractura De La Columna Lumbar O De La Pelvis, Sin Especificación";2
NB53;"Luxación, Distensión O Esguince De Articulaciones O Ligamentos De La Columna Lumbar O La Pelvis";1
NB53.0;Ruptura Traumática De Disco Intervertebral Lumbar;2
NB53.1;Luxación De Vértebra Lumbar;2
NB53.2;Luxación De Articulación Sacrococcígea O Sacroilíaca Sin Interrupción Del Anillo Pélvico;2
NB53.3;Luxación De Otras Partes O De Partes No Especificadas De La Columna Lumbar O La Pelvis Sin Alteración Del Anillo Pélvico;2
NB53.4;Ruptura Traumática De La Sínfisis Del Pubis Sin Alteración Del Anillo Pélvico;2
NB53.5;Distensión O Esguince De La Columna Lumbar;2
NB53.6;Distensión O Esguince De La Articulación Sacroilíaca;2
NB53.Y;"Otra Luxación, Distensión O Esguince Especificado De Articulaciones O Ligamentos De La Columna Lumbar O La Pelvis";2
NB53.Z;"Luxación, Distensión O Esguince De Articulaciones O Ligamentos De La Columna Lumbar O La Pelvis, Sin Especificación";2
NB60;Conmoción O Edema En La Médula Espinal Lumbar;1
NB61;Conmoción O Edema En La Médula Espinal Sacra;1
NB62;Algunos Traumatismos Especificados De La Médula Espinal Lumbar;1
NB62.0;Traumatismo Completo En La Médula Espinal Lumbar;2
NB62.1;Síndrome De Contusión Centromedular De La Médula Espinal Lumbar;2
NB62.2;Síndrome Del Cordón Anterior De La Médula Espinal Lumbar;2
NB62.3;Síndrome Del Cordón Posterior De La Médula Espinal Lumbar;2
NB62.4;Síndrome Brown-Séquard De La Médula Espinal Lumbar;2
NB62.5;Otro Síndrome De Cordón Incompleto De La Médula Espinal Lumbar;2
NB62.6;Herida Punzante O Desgarro De La Duramadre De La Médula Espinal Lumbar;2
NB63;Algunos Traumatismos Especificados En La Médula Espinal Sacra;1
NB63.0;Lesión Completa De La Médula Espinal Sacra;2
NB63.1;Lesión Incompleta De La Médula Espinal Sacra;2
NB63.Z;"Traumatismos En La Médula Espinal Sacra, Sin Especificación";2
NB6Z;"Traumatismo En La Médula Espinal En El Abdomen, La Zona Lumbar O La Pelvis, Sin Especificación";1
NB70;Traumatismo En La Raíz Nerviosa De La Columna Lumbar;1
NB71;Traumatismo En La Raíz Nerviosa De La Columna Sacra;1
NB72;Traumatismo En La Cola De Caballo;1
NB73;Traumatismo En El Plexo Lumbosacro;1
NB74;"Traumatismo En Los Nervios Simpáticos Lumbares, Sacros O Pélvicos";1
NB75;"Traumatismo En Los Nervios Periféricos Del Abdomen, La Región Lumbar O La Pelvis";1
NB7Y;"Otro Traumatismo Especificado De Los Nervios A Nivel Del Abdomen, La Parte Inferior De La Espalda O La Pelvis";1
NB7Z;"Traumatismo En Los Nervios A Nivel Del Abdomen, La Parte Inferior De La Espalda O La Pelvis, Sin Especificación";1
NB90;"Traumatismos En Los Vasos Sanguíneos A Nivel Del Abdomen, La Zona Lumbar O La Pelvis";1
NB90.0;Traumatismo En La Aorta Abdominal;2
NB90.00;Desgarro Menor En La Aorta Abdominal;3
NB90.01;Desgarro Mayor En La Aorta Abdominal;3
NB90.0Y;Otro Traumatismo Especificado En La Aorta Abdominal;3
NB90.0Z;"Traumatismo En La Aorta Abdominal, Sin Especificación";3
NB90.1;Traumatismo En La Vena Cava Inferior;2
NB90.10;Desgarro Menor En La Vena Cava Inferior;3
NB90.11;Desgarro Mayor En La Vena Cava Inferior;3
NB90.1Y;Otro Traumatismo Especificado En La Vena Cava Inferior;3
NB90.1Z;"Traumatismo En La Vena Cava Inferior, Sin Especificación";3
NB90.2;Traumatismo En La Arteria Celíaca;2
NB90.20;Desgarro Menor En La Arteria Celíaca;3
NB90.21;Desgarro Mayor En La Arteria Celíaca;3
NB90.2Y;Otro Traumatismo Especificado En La Arteria Celíaca;3
NB90.2Z;"Traumatismo En La Arteria Celíaca, Sin Especificación";3
NB90.3;Traumatismo En La Arteria Mesentérica;2
NB90.30;Desgarro Menor En La Arteria Mesentérica;3
NB90.31;Desgarrol Mayor En La Arteria Mesentérica;3
NB90.3Y;Otro Traumatismo Especificado En La Arteria Mesentérica;3
NB90.3Z;"Traumatismo En La Arteria Mesentérica, Sin Especificación";3
NB90.4;Traumatismo En Las Venas Porta Y Esplénica;2
NB90.40;Desgarro Menor En La Vena Porta O Esplénica;3
NB90.41;Desgarro Mayor En La Vena Porta O Esplénica;3
NB90.4Y;Otro Traumatismo Especificado En Las Venas Porta Y Esplénica;3
NB90.4Z;"Traumatismo En Las Venas Porta Y Esplénica, Sin Especificación";3
NB90.5;Traumatismo En Los Vasos Sanguíneos Renales;2
NB90.50;Desgarro Menor En Los Vasos Sanguíneos Renales;3
NB90.51;Desgarro Mayor En Los Vasos Sanguíneos Renales;3
NB90.5Y;Otro Traumatismo Especificado En Los Vasos Sanguíneos Renales;3
NB90.5Z;"Traumatismo En Los Vasos Sanguíneos Renales, Sin Especificación";3
NB90.6;Traumatismo En Los Vasos Sanguíneos Iliacos;2
NB90.60;Desgarro Menor En Los Vasos Sanguíneos Ilíacos;3
NB90.61;Desgarro Mayor En Los Vasos Sanguíneos Ilíacos;3
NB90.6Y;Otro Traumatismo Especificado En Los Vasos Sanguíneos Iliacos;3
NB90.6Z;"Traumatismo En Los Vasos Sanguíneos Iliacos, Sin Especificación";3
NB90.7;"Traumatismo En Múltiples Vasos Sanguíneos A Nivel Del Abdomen, La Zona Lumbar O La Pelvis";2
NB90.Y;"Traumatismo En Otros Vasos Sanguíneos Especificados A Nivel Del Abdomen, La Zona Lumbar O La Pelvis";2
NB90.Z;"Traumatismo En Los Vasos Sanguíneos A Nivel Del Abdomen, La Zona Lumbar O La Pelvis, Sin Especificación";2
NB91;Traumatismo En Los órganos Intrabdominales;1
NB91.0;Traumatismo En El Bazo;2
NB91.00;"Contusión En El Bazo, Menor";3
NB91.01;"Contusión En El Bazo, Mayor";3
NB91.02;"Desgarro Del Bazo, Menor";3
NB91.03;"Desgarro Del Bazo, Moderado";3
NB91.04;"Desgarro Del Bazo, Mayor";3
NB91.05;Avulsión Del Bazo;3
NB91.0Y;Otra Lesión Traumática Especificada Del Bazo;3
NB91.0Z;"Lesión Traumática Del Bazo, Sin Especificación";3
NB91.1;Traumatismo Hepático;2
NB91.10;Contusión Hepática;3
NB91.11;Desgarro Hepático Menor;3
NB91.12;Desgarro Hepático Moderado;3
NB91.13;Desgarro Hepático Mayor;3
NB91.14;Traumatismo En El Conducto Hepático;3
NB91.1Y;Otro Traumatismo Hepático Especificado;3
NB91.1Z;"Traumatismo Hepático, Sin Especificación";3
NB91.2;Traumatismo En La Vesícula Biliar;2
NB91.3;Traumatismo En El Conducto Biliar;2
